FileName,NumAttribute,TotalSize,PerSplit,TrainingFile,TrainSize,TestFile,TestSize,TrainingAccuracy,TestingAccuracy,TrainingTime,TestingTime,NumTotalInstancesXClass0,NumTotalInstancesXClass1,NumResolvedUniqueSchemaInstancesXClass0,ResolvedUniqueSchemaInstancesXClass0,NumResolvedUniqueSchemaInstancesXClass1,ResolvedUniqueSchemaInstancesXClass1,NumPatternsXClass0,PatternsXClass0,NumPatternsXClass1,PatternsXClass1,NumEnergyCoefficients,EnergyCoefficients,EnergyCoefficientTime,PVal,HotellingTestTime
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.01,0.01_Train_0.csv,453,0.01_Test_0.csv,44859,0.746136865342163,0.486658195679797,0.3672381,0.1317954,202,251,5,1000010#1001010#1100001#1101000#1101010#,4,1000000#1000001#1100000#1100010#,3,100*010#1100001#11010*0#,2,100000*#11000*0#,99,,0.006482,0.08991907,3.1815268
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.02,0.02_Train_32.csv,906,0.02_Test_32.csv,44406,0.732891832229581,0.636085213709859,0.6412182,0.120405,278,628,4,1000010#1001010#1001011#1101010#,6,1000000#1000001#1100000#1100001#1100010#1101000#,2,100*01*#1101010#,2,1100010#1*0*00*#,99,,0.0008397,0.1245578,2.6311798
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.03,0.03_Train_21.csv,1359,0.03_Test_21.csv,43953,0.698307579102281,0.573680977407686,0.9148092,0.1175956,520,839,6,1000000#1000010#1000011#1001010#1001011#1101010#,6,1000001#1100000#1100001#1100010#1100011#1101000#,3,10000*0#100*01*#1101010#,3,1000001#11000**#1101000#,99,,0.0044899,0.1245578,2.5109646
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.04,0.04_Train_16.csv,1812,0.04_Test_16.csv,43500,0.715783664459161,0.61216091954023,1.3578048,0.141497,464,1348,4,1000010#1001010#1001011#1101010#,11,1000000#1000001#1000011#1001001#1100000#1100001#1100010#1100011#1101000#1101001#1101011#,3,100*010#1001011#1101010#,4,1000011#1*0*00*#110001*#1101011#,99,,0.0015857,0.1245578,2.7473366
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.05,0.05_Train_12.csv,2265,0.05_Test_12.csv,43047,0.714348785871965,0.628963690849537,1.561951,0.1213157,573,1692,4,1000010#1001010#1001011#1101010#,11,1000000#1000001#1000011#1001001#1100000#1100001#1100010#1100011#1101000#1101001#1101011#,3,100*010#1001011#1101010#,4,1000011#1*0*00*#110001*#1101011#,99,,0.0030077,0.09438275,2.7286319
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.06,0.06_Train_10.csv,2718,0.06_Test_10.csv,42594,0.695732155997057,0.610813729633282,1.8150035,0.1131383,670,2048,5,1000010#1000011#1001010#1001011#1101010#,10,1000000#1000001#1001001#1100000#1100001#1100010#1100011#1101000#1101001#1101011#,2,100*01*#1101010#,3,1*0*00*#110001*#1101011#,99,,0.0033245,0.2222582,2.5517116
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.07,0.07_Train_0.csv,3171,0.07_Test_0.csv,42141,0.674235257016714,0.615101682447023,2.0355516,0.123848,1138,2033,9,1000010#1000011#1001000#1001001#1001010#1001011#1100010#1101010#1101011#,7,1000000#1000001#1100000#1100001#1100011#1101000#1101001#,4,100001*#10010**#110*010#1101011#,3,1*0000*#1100011#110100*#,99,,0.0011905,0.08991907,3.1303128
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.08,0.08_Train_7.csv,3624,0.08_Test_7.csv,41688,0.684878587196468,0.611638840913452,2.6260713,0.1456631,856,2768,7,1000010#1000011#1001000#1001001#1001010#1001011#1101010#,9,1000000#1000001#1100000#1100001#1100010#1100011#1101000#1101001#1101011#,3,100001*#10010**#1101010#,4,1*0000*#110001*#110100*#1101011#,99,,0.0010007,0.461132,2.597917
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.09,0.09_Train_7.csv,4078,0.09_Test_7.csv,41234,0.693722412947523,0.623975360139691,2.8881058,0.1178512,1146,2932,11,1000010#1000011#1001000#1001001#1001010#1001011#1100011#1101000#1101001#1101010#1101011#,5,1000000#1000001#1100000#1100001#1100010#,3,100001*#1100011#1*010**#,2,1*0000*#1100010#,99,,0.0009409,0.2139029,2.7931492
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.10,0.10_Train_6.csv,4531,0.10_Test_6.csv,40781,0.679099536526153,0.607733993771609,3.184557,0.1375631,1077,3454,6,1000010#1000011#1001000#1001010#1001011#1101010#,10,1000000#1000001#1001001#1100000#1100001#1100010#1100011#1101000#1101001#1101011#,3,10010*0#100*01*#1101010#,5,1001001#1*0000*#110001*#110100*#1101011#,99,,0.0011187,0.461132,2.6716898
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.20,0.20_Train_3.csv,9062,0.20_Test_3.csv,36250,0.631979695431472,0.582758620689655,6.3078522,0.096345,5857,3205,22,1000010#1000011#1001000#1001001#1001010#1001011#1011000#1011001#1011010#1011011#1100001#1100010#1100011#1101000#1101001#1101010#1101011#1110000#1111000#1111001#1111010#1111011#,3,1000000#1000001#1100000#,4,1100001#1*0001*#1**10**#111*0**#,2,100000*#1100000#,99,,0.0011453,0.9494503,2.8000884
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.30,0.30_Train_2.csv,13593,0.30_Test_2.csv,31719,0.618406532774222,0.626028563321668,8.9272181,0.0885758,5892,7701,21,1000010#1000011#1001000#1001001#1001010#1001011#1010001#1011000#1011001#1011010#1011011#1100011#1101001#1101010#1101011#1110000#1110001#1111000#1111001#1111010#1111011#,6,1000000#1000001#1100000#1100001#1100010#1101000#,6,100001*#10010**#1100011#1101001#110101*#1*1*0**#,3,1*0000*#1100010#1101000#,99,,0.001644,5.846361,2.5297323
07-electricitydiscretized-7Att_45312Ins_CBDT.csv,7,45312,0.40,0.40_Train_1.csv,18124,0.40_Test_1.csv,27188,0.588446259103951,0.56679417390025,12.444146,0.0992268,0,18124,0,,47,0000000#0000001#0000010#0000011#0001000#0001001#0001010#0001011#0011010#0100000#0100001#0100010#0100011#0101000#0101001#0101010#0101011#0101110#0111010#0111110#1000000#1000001#1000010#1000011#1001000#1001001#1001010#1001011#1010001#1011000#1011001#1011010#1011011#1100000#1100001#1100010#1100011#1101000#1101001#1101010#1101011#1110000#1110001#1111000#1111001#1111010#1111011#,0,,2,0******#1***0**#,99,,0.000926,0.09343288,2.6395541
