000,0*0
110,11*
110,11*
011,011
110,11*
000,0*0
110,11*
110,11*
011,011
110,11*
000,0*0
110,11*
110,11*
011,011
110,11*
000,0*0
110,11*
000,0*0
000,0*0
110,11*
110,11*
011,011
110,11*
000,0*0
000,0*0
010,0*0
010,0*0
011,011
110,11*
000,0*0
010,0*0
010,0*0
110,11*
011,011
000,0*0
010,0*0
010,0*0
110,11*
011,011
